question,Vanilla_RAG_nltk_bleu,Vanilla_RAG_sacrebleu,Vanilla_RAG_rouge1,Vanilla_RAG_rouge2,Vanilla_RAG_rougeL,Vanilla_RAG_meteor,Vanilla_RAG_exact_match,Vanilla_RAG_bert_precision,Vanilla_RAG_bert_recall,Vanilla_RAG_bert_f1,LQR_RAG_nltk_bleu,LQR_RAG_sacrebleu,LQR_RAG_rouge1,LQR_RAG_rouge2,LQR_RAG_rougeL,LQR_RAG_meteor,LQR_RAG_exact_match,LQR_RAG_bert_precision,LQR_RAG_bert_recall,LQR_RAG_bert_f1,modLQR_RAG_nltk_bleu,modLQR_RAG_sacrebleu,modLQR_RAG_rouge1,modLQR_RAG_rouge2,modLQR_RAG_rougeL,modLQR_RAG_meteor,modLQR_RAG_exact_match,modLQR_RAG_bert_precision,modLQR_RAG_bert_recall,modLQR_RAG_bert_f1
"The Valigeria Franzi was an Italian manufacturer of leather bags and luggage founded in Milan in 1864 by Rocco Franzi, Guccio Gucci worked for the company until he set up Gucci in what year, an Italian luxury brand of fashion and leather goods, part of the Gucci Group, which is owned by the French holding company Kering?",17.78279410038923,100.00000000000004,1.0,0.0,1.0,0.5,1,0.9999998807907104,0.9999998807907104,0.9999998807907104,0.0,2.8398387225677895,0.0,0.0,0.0,0.0,0,0.7623835802078247,0.8203600645065308,0.7903099656105042,0.0,2.8398387225677895,0.0,0.0,0.0,0.0,0,0.7623836398124695,0.820360004901886,0.7903099656105042
"What 45th head of state and head of government of the United States, is associated with a parish church of the Episcopal Diocese of New York?",0.0,0.0,0.0,0.0,0.0,0.0,0,0.8240934610366821,0.7407096028327942,0.7801799178123474,0.0,0.0,0.0,0.0,0.0,0.0,0,0.7341278791427612,0.766287088394165,0.749862790107727,0.0,0.0,0.0,0.0,0.0,0.0,0,0.7341278791427612,0.766287088394165,0.749862790107727
"""Remember the sabbath day, to keep it holy"" is one of the Ten Commandments, also known as the Decalogue, are a set of biblical laws relating to ethics and worship, which play a fundamental role, in which religions?",100.0,100.00000000000004,1.0,1.0,1.0,0.9921875,1,1.0,1.0,1.0,100.0,100.00000000000004,1.0,1.0,1.0,0.9921875,1,1.0,1.0,1.0,100.0,100.00000000000004,1.0,1.0,1.0,0.9921875,1,1.0,1.0,1.0
"What artist that grew up in Dumont, New Jersey, released an album on May 13, 1997 that marked the addition of their new singer?",0.0,0.0,0.0,0.0,0.0,0.0,0,0.9610689282417297,0.8267545104026794,0.8888663649559021,0.0,0.0,0.0,0.0,0.0,0.0,0,0.8368086218833923,0.8437150716781616,0.8402476906776428,0.0,0.0,0.0,0.0,0.0,0.0,0,0.9023708701133728,0.8555746674537659,0.8783499598503113
NFL Street 2 Is what kind of game that features Jeremy Shockey?,41.113361690051974,34.57207846419409,0.7272727272727273,0.6666666666666666,0.7272727272727273,0.9229651162790699,0,0.9028076529502869,0.9699783325195312,0.935188353061676,0.0,0.0,0.0,0.0,0.0,0.0,0,0.8458601236343384,0.8481557369232178,0.8470063805580139,0.0,0.0,0.0,0.0,0.0,0.0,0,0.7411311268806458,0.8295049667358398,0.7828318476676941
"What actress portrayed the wife of John Proctor in the 1996 American historical drama film, The Crucible?",0.0,0.0,0.0,0.0,0.0,0.0,0,0.8480238318443298,0.8364241123199463,0.8421839475631714,0.0,0.0,0.0,0.0,0.0,0.0,0,0.8702037930488586,0.8374043703079224,0.8534890413284302,0.0,0.0,0.0,0.0,0.0,0.0,0,0.7151980400085449,0.7921185493469238,0.7516956329345703
"Nike Flywire is a thread, composed of Vectran or nylon, and developed by which American multinational corporation that is engaged in the design, development, manufacturing, and worldwide marketing and sales of footwear, apparel, equipment, accessories, and services?",0.0,4.9787068367863965,0.0,0.0,0.0,0.0,0,0.900748610496521,0.8407672047615051,0.8697249293327332,0.0,4.9787068367863965,0.0,0.0,0.0,0.0,0,0.900748610496521,0.8407672047615051,0.8697249293327332,0.0,4.9787068367863965,0.0,0.0,0.0,0.0,0,0.900748610496521,0.8407672047615051,0.8697249293327332
Who fought as both a welter weight and middle weight under teacher Mark Dellagrotte?,0.0,0.0,0.0,0.0,0.0,0.0,0,0.8831289410591125,0.7606351375579834,0.8173179626464844,0.0,0.0,0.0,0.0,0.0,0.0,0,0.7147893905639648,0.76561439037323,0.73932945728302,0.0,0.0,0.0,0.0,0.0,0.0,0,0.7920582890510559,0.765303909778595,0.7784512639045715
What genre is the Dumb and Dumber Moive?,0.0,0.0,0.0,0.0,0.0,0.0,0,0.8809240460395813,0.8197427988052368,0.8492329120635986,0.0,0.0,0.0,0.0,0.0,0.0,0,0.8809239864349365,0.819742739200592,0.8492328524589539,0.0,0.0,0.0,0.0,0.0,0.0,0,0.9488743543624878,0.8504679203033447,0.8969802260398865
"Who is a Canadian retired professional ice hockey defenceman who played for nine teams in the National Hockey League, who had a Canadian ice hockey executive currently serving as Senior Advisor to the President-General Manager of the New York Rangers negotiated the playing and marketing contract?",0.0,0.0,0.0,0.0,0.0,0.0,0,0.9204351902008057,0.7848417162895203,0.8472476601600647,0.0,0.0,0.0,0.0,0.0,0.0,0,0.8451166152954102,0.8224152326583862,0.8336113691329956,0.0,0.0,0.0,0.0,0.0,0.0,0,0.7845746278762817,0.8242439031600952,0.8039201498031616
MAKO Surgical Corp accepted a deal from Stryker for what amount?,17.78279410038923,100.00000000000004,1.0,0.0,1.0,0.5,1,0.9999997615814209,0.9999997615814209,0.9999997615814209,17.78279410038923,100.00000000000004,1.0,0.0,1.0,0.5,1,0.9999997615814209,0.9999997615814209,0.9999997615814209,17.78279410038923,100.00000000000004,1.0,0.0,1.0,0.5,1,0.9999997615814209,0.9999997615814209,0.9999997615814209
What do La dame blanche and Il prigioniero have in common?,0.0,0.0,0.0,0.0,0.0,0.0,0,0.7486093044281006,0.8212738037109375,0.7832598686218262,0.0,0.0,0.0,0.0,0.0,0.0,0,0.7600744962692261,0.8187874555587769,0.7883393168449402,0.0,0.0,0.0,0.0,0.0,0.0,0,0.7566930055618286,0.8165396451950073,0.7854780554771423
"Raymerville - Markville East, is a community in Markham, Ontario, the name ""Markville"" came from the local major shopping mall, CF Markville (also known as ""Markville Shopping Centre"") is a shopping mall located at 5000 Highway 7 East (at McCowan Road) in Markham, Ontario, in which country?",17.78279410038923,100.00000000000004,1.0,0.0,1.0,0.5,1,0.9999998211860657,0.9999998211860657,0.9999998211860657,17.78279410038923,100.00000000000004,1.0,0.0,1.0,0.5,1,0.9999998211860657,0.9999998211860657,0.9999998211860657,17.78279410038923,100.00000000000004,1.0,0.0,1.0,0.5,1,0.9999998211860657,0.9999998211860657,0.9999998211860657
Which film that stars Will Smith is James Karen known for acting in?,0.0,0.0,0.0,0.0,0.0,0.0,0,0.8264925479888916,0.817020833492279,0.8217293620109558,2.777619034011792,4.767707020457095,0.16666666666666666,0.0,0.16666666666666666,0.11363636363636363,0,0.8396835327148438,0.8205316066741943,0.8299971222877502,0.0,0.0,0.0,0.0,0.0,0.0,0,0.8311210870742798,0.8184102177619934,0.8247166872024536
"Blackjack Switch is a casino gambling game invented by Geoff Hall, and patented in what year, natural blackjacks are paid 1:1 instead of the standard 3:2, and a dealer hard 22 pushes all player hands except a natural, a croupier or dealer is someone appointed at a gambling table to assist in the conduct of the game, especially in the distribution of bets and payouts?",0.0,6.567274736060395,0.0,0.0,0.0,0.0,0,0.8166909217834473,0.8265817761421204,0.8216065764427185,0.0,0.0,0.0,0.0,0.0,0.0,0,0.7810815572738647,0.8218514919281006,0.8009480237960815,0.0,0.0,0.0,0.0,0.0,0.0,0,0.7891392111778259,0.8245973587036133,0.8064786791801453
Who was the barman that named a drink after the first person to walk on the moon?,0.0,0.0,0.0,0.0,0.0,0.0,0,0.9542583227157593,0.8598008155822754,0.9045703411102295,0.0,0.0,0.0,0.0,0.0,0.0,0,0.9542583227157593,0.8598008155822754,0.9045703411102295,0.0,0.0,0.0,0.0,0.0,0.0,0,0.8269199132919312,0.8714021444320679,0.8485785126686096
"Does University of Arkansas have less students than California State University, Fullerton? ",0.0,0.0,0.0,0.0,0.0,0.0,0,0.9582699537277222,0.916616678237915,0.9369806051254272,0.0,0.0,0.0,0.0,0.0,0.0,0,0.9648408889770508,0.929750382900238,0.9469706416130066,0.0,0.0,0.0,0.0,0.0,0.0,0,0.9648408889770508,0.929750382900238,0.9469706416130066
"The Invasion is a 2007 science fiction horror thriller film starring who, which is an Australian actress, producer and occasional singer?",31.6227766016838,100.00000000000004,1.0,1.0,1.0,0.9375,1,1.0000007152557373,1.0000007152557373,1.0000007152557373,14.95348781221221,55.03212081491043,0.5,0.0,0.5,0.25,0,0.9918016791343689,0.9890819787979126,0.9904400110244751,31.6227766016838,100.00000000000004,1.0,1.0,1.0,0.9375,1,1.0000004768371582,1.0000004768371582,1.0000004768371582
"What is a center-right to right-wing political party in Israel, was a political party in Israel, and is one of the ancestors of A secular party?",0.0,0.0,0.0,0.0,0.0,0.0,0,0.775387167930603,0.7964962720870972,0.7857999801635742,0.0,0.0,0.0,0.0,0.0,0.0,0,0.7788150310516357,0.7967981100082397,0.7877039313316345,0.0,0.0,0.0,0.0,0.0,0.0,0,0.7881560325622559,0.7750537991523743,0.7815500497817993
Who is a brother of Peter Gusenberg and victim of a massacre?,31.6227766016838,100.00000000000004,1.0,1.0,1.0,0.9375,1,0.9999997019767761,0.9999997019767761,0.9999997019767761,31.6227766016838,100.00000000000004,1.0,1.0,1.0,0.9375,1,0.9999997615814209,0.9999997615814209,0.9999997615814209,31.6227766016838,100.00000000000004,1.0,1.0,1.0,0.9375,1,0.9999997615814209,0.9999997615814209,0.9999997615814209
What progressive American magazine did a review of the 2009 LP of the Mirrors?,0.0,0.0,0.0,0.0,0.0,0.0,0,0.8447526693344116,0.806271493434906,0.8250637054443359,0.0,0.0,0.0,0.0,0.0,0.0,0,0.8428296446800232,0.7876956462860107,0.8143304586410522,0.0,0.0,0.0,0.0,0.0,0.0,0,0.8144838213920593,0.7842109203338623,0.7990607619285583
"Are Monastery of the Transfiguration, Kinaliada and Süreyya Opera House both Greek Orthodox monasteries? ",0.0,0.0,0.0,0.0,0.0,0.0,0,0.9625458717346191,0.9251653552055359,0.9434854388237,0.0,0.0,0.0,0.0,0.0,0.0,0,0.9993352890014648,0.9993352890014648,0.9993352890014648,0.0,0.0,0.0,0.0,0.0,0.0,0,0.7784136533737183,0.830639660358429,0.8036790490150452
"Who is one of the principal originators of what is commonly known as the body horror or visceral horror genre, Josh Trank or David Cronenberg ?",10.785809837243004,42.88819424803536,0.8,0.0,0.8,0.3448275862068965,0,0.9450417757034302,0.9233064651489258,0.9340476989746094,10.785809837243004,42.88819424803536,0.8,0.0,0.8,0.3448275862068965,0,0.9450417757034302,0.9233063459396362,0.9340476393699646,10.785809837243004,42.88819424803536,0.8,0.0,0.8,0.3448275862068965,0,0.9450417757034302,0.9233064651489258,0.9340476989746094
"What is a major airline operating flights from Kuala Lumpur International Airport and from secondary hubs in Kota Kinabalu and Kuching to destinations throughout Asia, Oceania and Europe, whos executive officer is a veteran in the tourism and aviation industry with over 30 years of experience in related fields ?",9.069748827745896,55.03212081491043,0.4,0.0,0.4,0.17241379310344826,0,0.9820529222488403,0.8473353385925293,0.909733772277832,19.180183554164504,60.653065971263366,0.8,0.6666666666666666,0.8,0.6465517241379309,0,0.9750794172286987,0.845687210559845,0.9057856798171997,9.069748827745896,55.03212081491043,0.4,0.0,0.4,0.17241379310344826,0,0.9820529222488403,0.8473353385925293,0.909733772277832
"Why is the ethnomusicologist, Bela Viktor Janos Bartok's Piano Concerto No. 2 in G major considered notorious?",83.85766789076257,85.07331335123531,0.888888888888889,0.8799999999999999,0.888888888888889,0.9157654792196778,0,0.9719149470329285,0.9859737157821655,0.9788938760757446,79.16963878457504,80.65008590125565,0.9285714285714286,0.8461538461538461,0.9285714285714286,0.9830554061323292,0,0.9726122617721558,0.9860332608222961,0.9792767763137817,49.60719660230828,49.6706736311865,0.7222222222222222,0.6470588235294118,0.7222222222222222,0.9268808114961962,0,0.8633460998535156,0.9631813764572144,0.9105353355407715
Were both Tian Zhuangzhuang and Marcel Varnel a chinese film director and producer? ,0.0,0.0,0.0,0.0,0.0,0.0,0,0.9993354082107544,0.9993354082107544,0.9993354082107544,0.0,0.0,0.0,0.0,0.0,0.0,0,0.751663327217102,0.8229712843894958,0.7857027053833008,0.0,0.0,0.0,0.0,0.0,0.0,0,0.9625458717346191,0.9251652956008911,0.9434854388237
"What is the name of the song, whose tune was originally composed for the 2006 comedy movie Jatra?",0.0,0.0,0.0,0.0,0.0,0.0,0,0.8743295669555664,0.8589077591896057,0.866550087928772,0.0,0.0,0.0,0.0,0.0,0.0,0,0.8743293881416321,0.8589076995849609,0.8665499091148376,0.0,0.0,0.0,0.0,0.0,0.0,0,0.8743294477462769,0.8589077591896057,0.8665499687194824
"Who is an American singer, songwriter, actress and LGBT rights activist who released a 1985 song  for the film ""The Goonies""?",0.0,9.138402379955025,0.0,0.0,0.0,0.0,0,0.8815566301345825,0.8219062089920044,0.8506870269775391,3.336574130316504,5.804285916064729,0.28571428571428575,0.0,0.28571428571428575,0.10638297872340426,0,0.8654370903968811,0.827556848526001,0.8460732102394104,3.336574130316504,5.804285916064729,0.28571428571428575,0.0,0.28571428571428575,0.10638297872340426,0,0.8654370903968811,0.827556848526001,0.8460732102394104
"When was Elvis Presley's ""G.I. Blues"" which was released for the motion picture ""G.I. Blues""'s soundtrack?",17.78279410038923,100.00000000000004,1.0,0.0,1.0,0.5,1,1.0,1.0,1.0,17.78279410038923,100.00000000000004,1.0,0.0,1.0,0.5,1,1.0,1.0,1.0,17.78279410038923,100.00000000000004,1.0,0.0,1.0,0.5,1,1.0,1.0,1.0
"Iuty was an ancient Egyptian vizier presumably of the Late New Kingdom whose family tomb made up of bricks was discovered in December 1964 by the Egyptian archaeologist Shafik Farid, in the so-called ""Cemetery of the Nobles"" of Bubastis (Tell Basta), A calcite canopic jar (representing Duamutef) belonging to Iuty’s son, the high-priest of which ,  goddess in ancient Egyptian religion, worshiped as early as the 2nd Dynasty (2890 BCE)?",17.78279410038923,100.00000000000004,1.0,0.0,1.0,0.5,1,0.9999997615814209,0.9999997615814209,0.9999997615814209,17.78279410038923,100.00000000000004,1.0,0.0,1.0,0.5,1,0.9999996423721313,0.9999996423721313,0.9999996423721313,17.78279410038923,100.00000000000004,1.0,0.0,1.0,0.5,1,0.9999997615814209,0.9999997615814209,0.9999997615814209
"""Gasoline"" is a song by which American singer and songwriter?",17.78279410038923,100.00000000000004,1.0,0.0,1.0,0.5,1,1.0000001192092896,1.0000001192092896,1.0000001192092896,17.78279410038923,100.00000000000004,1.0,0.0,1.0,0.5,1,1.0000001192092896,1.0000001192092896,1.0000001192092896,17.78279410038923,100.00000000000004,1.0,0.0,1.0,0.5,1,1.0000001192092896,1.0000001192092896,1.0000001192092896
"Who was an English furniture manufacturer, who founded an English furniture making firm based in Lancaster, Lancashire, and in London?",0.0,0.0,0.0,0.0,0.0,0.2631578947368421,0,0.8464823961257935,0.7751175165176392,0.8092296123504639,14.95348781221221,49.99999999999999,0.5,0.0,0.5,0.25,0,0.9984253644943237,0.9984253644943237,0.9984253644943237,14.95348781221221,49.99999999999999,0.5,0.0,0.5,0.25,0,0.9984253644943237,0.9984253644943237,0.9984253644943237
"WMHT-FM is the callsign of a classical music and NPR radio station licensed to Schenectady, New York, it is sister station to WMHT, a member of which organization?",17.78279410038923,100.00000000000004,1.0,0.0,1.0,0.5,1,0.9999998807907104,0.9999998807907104,0.9999998807907104,0.0,6.567274736060395,0.0,0.0,0.0,0.0,0,0.7783054113388062,0.825532078742981,0.8012233972549438,1.3217947626377298,1.8160849415439309,0.125,0.0,0.125,0.20833333333333337,0,0.7560347318649292,0.8241548538208008,0.788626492023468
"Sung Joon is a South Korean actor and model, he also appeared in which 2013 horror omnibus film made up of four episodes by four South Korean directors?",6.985342056580097,20.556680845025987,0.4,0.25,0.4,0.5514705882352942,0,0.8431368470191956,0.8998692035675049,0.8705797791481018,6.985342056580097,20.556680845025987,0.4,0.25,0.4,0.5514705882352942,0,0.8431368470191956,0.8998690843582153,0.8705796599388123,56.23413251903491,100.00000000000004,1.0,1.0,1.0,0.9814814814814815,1,1.0000004768371582,1.0000004768371582,1.0000004768371582
"Titans is an upcoming American television series that will air on an unnamed DC Comics digital service, based on the DC Comics team of the same name, Teagan Croft is which fictional superheroine?",0.0,0.0,0.0,0.0,0.0,0.0,0,0.8106774091720581,0.8377457857131958,0.8239893317222595,0.0,0.0,0.0,0.0,0.0,0.0,0,0.8145092725753784,0.8256369829177856,0.8200353980064392,0.0,0.0,0.0,0.0,0.0,0.0,0,0.8043918609619141,0.8256245851516724,0.8148699402809143
"Lee Klancher is a photographer and writer who has contributed words and images to more than 30 books, as well as dozens of national magazines, including ""Men’s Journal"", a monthly men's lifestyle magazine focused on outdoor recreation and comprising editorials on the outdoors, environmental issues, health and fitness, style and fashion, and gear, and founded in which year?",0.0,0.0,0.0,0.0,0.0,0.0,0,0.7998014092445374,0.8284059166908264,0.8138524293899536,0.0,0.0,0.0,0.0,0.0,0.0,0,0.7738349437713623,0.8326650857925415,0.802172839641571,0.0,0.0,0.0,0.0,0.0,0.0,0,0.7982556819915771,0.8284345269203186,0.8130651712417603
"What bands original members consisted of vocalist Tom Meighan, guitarist and vocalist Sergio Pizzorno, guitarist Chris Karloff, and bassist Chris Edwards, Birdland or Kasabian?",17.78279410038923,100.00000000000004,1.0,0.0,1.0,0.5,1,1.0,1.0,1.0,0.0,49.99999999999999,0.0,0.0,0.0,0.0,0,0.9790732860565186,0.972113847732544,0.975581169128418,0.0,49.99999999999999,0.0,0.0,0.0,0.0,0,0.9790734052658081,0.9721139669418335,0.9755812883377075
what famous actor was Marc Pickering Working with in Sleepy Hollow?,0.0,0.0,0.0,0.0,0.0,0.0,0,0.7120507955551147,0.7988314628601074,0.7529488801956177,0.0,0.0,0.0,0.0,0.0,0.0,0,0.7701815366744995,0.7945939302444458,0.7821972966194153,0.0,0.0,0.0,0.0,0.0,0.0,0,0.7120507955551147,0.7988314628601074,0.7529488801956177
